Year,Month,permno,count,Mkt,Mkt-1,eq_return,val_return
1985,11,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 57947, 59061, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",72,354307249.5,333423282,,
1985,12,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 57947, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",71,379686521.6,354307249.5,,
1986,1,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 57947, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",71,374066952.2,379686521.6,,
1986,2,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 57947, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",71,391689172.1,374066952.2,,
1986,3,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 57947, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",71,408710540.7,391689172.1,,
1986,4,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 57947, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",71,412986320.6,408710540.7,,
1986,5,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 57947, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",71,428533706.9,412986320.6,,
1986,6,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",70,427802160.4,428533706.9,,
1986,7,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",70,400478771.6,427802160.4,,
1986,8,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",70,430161383.4,400478771.6,,
1986,9,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",70,399223874.7,430161383.4,,
1986,10,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",70,412312038,399223874.7,,
1986,11,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 62069, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",70,426385566,412312038,,
1986,12,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",69,415974458.6,426385566,,
1987,1,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",69,474393526.3,415974458.6,,
1987,2,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 49411, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",69,493517242.1,474393526.3,,
1987,3,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",68,516106269.7,493517242.1,,
1987,4,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",68,521111079.9,516106269.7,,
1987,5,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",68,526367692.5,521111079.9,,
1987,6,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",68,549595886.3,526367692.5,,
1987,7,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",68,566900093.9,549595886.3,,
1987,8,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 65569, 66093, 67029, 74617, 80814, 83601]",68,596584386,566900093.9,,
1987,9,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 80814, 83601]",67,579906710.1,596584386,,
1987,10,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 80814, 83601]",67,458675458.4,579906710.1,,
1987,11,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 80814, 83601]",67,407000767.5,458675458.4,,
