Year,Month,permno,count,Mkt,Mkt-1,eq_return,val_return
1987,12,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 80814, 83601]",67,438486388,407000767.5,,
1988,1,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 80814, 83601]",67,445058886.1,438486388,,
1988,2,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 80814, 83601]",67,461242553.8,445058886.1,,
1988,3,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 80814, 83601]",67,436455304.6,461242553.8,,
1988,4,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 80814, 83601]",67,444940273.7,436455304.6,,
1988,5,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 80814, 83601]",68,446898536.7,444940273.7,,
1988,6,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 80814, 83601]",68,468917481.9,446898536.7,,
1988,7,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 80814, 83601]",68,463257902.8,468917481.9,,
1988,8,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 80814, 83601]",68,438490303.6,463257902.8,,
1988,9,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 80814, 83601]",68,450736948.4,438490303.6,,
1988,10,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,457916683.6,450736948.4,,
1988,11,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,447804921,457916683.6,,
1988,12,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,451548185.7,447804921,,
1989,1,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,486117355.6,451548185.7,,
1989,2,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,463322580.6,486117355.6,,
1989,3,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,461026383.5,463322580.6,,
1989,4,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,481463846.3,461026383.5,,
1989,5,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,495540161.5,481463846.3,,
1989,6,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,489193877.2,495540161.5,,
1989,7,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,527238736.3,489193877.2,,
1989,8,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,528268612.9,527238736.3,,
1989,9,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,516589641.9,528268612.9,,
1989,10,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,502176413.3,516589641.9,,
1989,11,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,512540527.4,502176413.3,,
1989,12,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,527815623.2,512540527.4,,
1990,1,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,500251024.6,527815623.2,,
1990,2,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 83601]",67,505966861.5,500251024.6,,
1990,3,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,520763618.2,505966861.5,,
1990,4,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,514283956.3,520763618.2,,
1990,5,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,561165487,514283956.3,,
1990,6,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,560276166.8,561165487,,
1990,7,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,560731457.6,560276166.8,,
1990,8,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,508289249.7,560731457.6,,
1990,9,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,481835720,508289249.7,,
1990,10,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,475888785.3,481835720,,
1990,11,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,509729190.3,475888785.3,,
1990,12,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,520759412.8,509729190.3,,
1991,1,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,548131622.3,520759412.8,,
1991,2,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,578954935.4,548131622.3,,
1991,3,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,592234545.7,578954935.4,,
1991,4,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,592006047,592234545.7,,
1991,5,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,612942357.3,592006047,,
1991,6,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,579876534.4,612942357.3,,
1991,7,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 83601]",68,606278974,579876534.4,,
1991,8,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 76766, 83601]",69,615384934.3,606278974,,
1991,9,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 76766, 83601]",69,600941630.2,615384934.3,,
1991,10,"[10604, 11607, 11703, 11754, 11850, 12060, 12458, 12490, 13119, 14593, 15560, 15720, 17144, 18163, 18403, 19350, 19692, 22111, 22592, 23077, 24459, 24766, 26083, 26112, 26438, 26542, 27633, 27828, 27887, 30681, 32054, 34817, 37875, 38914, 39917, 40061, 40483, 41080, 43916, 44062, 45866, 47079, 47837, 48071, 48960, 49154, 52090, 54114, 54391, 55976, 57681, 57817, 59184, 59328, 60628, 60839, 60871, 61241, 61399, 61807, 64013, 64346, 66093, 67029, 74617, 75288, 76085, 76766, 83601]",69,606796086.6,600941630.2,,
